user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
"Matthew Loughran, EMBA","Folsom, CA ","Founder Klēn, Cofounder Data Innovation Labs, Midtown West Media",2016-09-01 03:54:12,3065,3218,12093,False,2020-08-17 07:50:30,"Communication and trust are built on transparency, when there is perceived deception from a consumer lens it become… https://t.co/YbNkN5lNzo",,Missinglettr,False
Medical Science and Technology #StayAlert,Italia,"Biological Disruption, disrupting Technological Disruption, changes EVERYTHING. Code of Conduct: 🇬🇧https://t.co/4CwhzEj3eZ 🇮🇹https://t.co/UDGH9AWUXU",2019-08-22 13:21:22,232,1,87,False,2020-08-12 06:08:03,"💡The infographic shows features of later stages of #COVID19 including #fever, #hypoxia, #respiratory failure,… https://t.co/isfTGsq4GE","['COVID19', 'fever', 'hypoxia', 'respiratory']",Twitter Web App,False
Apex,,Breaking News • Current Events • Military Conflicts #OSINT (donate - https://t.co/8AOlX2PYn7),2019-09-06 02:04:02,4309,60,5164,False,2020-08-06 16:26:05,#India’s confirmed #COVID19 cases reaches 2 million mark,"['India', 'COVID19']",Twitter for iPhone,False
Public Counsel,Los Angeles,"We defend our communities, shape just policy, and advance civil rights through legal services, action and advocacy.  #JusticeForAll",2009-10-16 19:06:09,4678,1248,5219,False,2020-08-18 16:05:06,The #LAJusticeFund2020 is a critical legal safety net for immigrant Angelenos facing deportation. @LACityCouncil mu… https://t.co/lm81MT9XzM,['LAJusticeFund2020'],Hootsuite Inc.,False
Ailbhe Jordan,Dublin,"Data Editor @IrishMirror. Pushover Mum. Lover of swimming, theatre, bargains and all things French (except escargots) #BlackLivesMatter",2009-03-06 11:41:07,1487,1583,2312,True,2020-08-30 08:38:15,"EXCLUSIVE: While half the country was either out of a job or working remotely due to the spread of #COVID19, was it… https://t.co/22tGlPvcTg",['COVID19'],Twitter for iPhone,False
Slawek Kumka,"Krakow, Poland","Executive Director at IBM, Head of IBM Poland R&D Lab. Holding executive MBA from Univeristy of Warwick.",2011-12-28 12:31:23,252,194,113,False,2020-08-12 06:00:03,The issues COOs face in delivering goods and services to customers without disruption are remarkably common across… https://t.co/gs3jbXd1O7,,LinkedIn,False
NewsFreak 2.0,India,"Get latest news about India & neighbours | Geopolitical news analyst
Follow us on YouTube & Instagram (https://t.co/BXWWgCEmDc)",2020-01-22 02:15:08,571,591,553,False,2020-08-11 09:26:20,#BREAKING : Russia finally announced its much anticipated #COVID19 vaccine. Can we expect this to be the first step… https://t.co/8785H0qdOl,"['BREAKING', 'COVID19']",Twitter Web App,False
Michael Morrow,"Chicago, IL","Just a guy. Some may consider me a curator of memes. I call myself a public servant. Oh yeah, I’m also an actor.  #ChiTown🙌🏾",2015-09-21 04:00:20,41,89,68,False,2020-07-26 05:51:26,"U.S. production has increased 45% in the last 40 years but wages have increased 1%

Guess that doesnt matter anyhow… https://t.co/KM2lFxcLnm",,Twitter for Android,False
M.A.C.,Spanien,Artista contemporaneo 🇪🇺🇵🇱🇪🇸🇩🇪🇬🇧🏳️‍🌈🚩,2009-09-10 19:34:51,211,733,985,False,2020-08-18 17:13:18,STOP #POLAND FROM REPEATING HISTORY❗️NO TO #LGBT FREE ZONES❗️NO TO DEHUMANIZATION❗️🏳️‍🌈@AndrzejDuda @ZiobroPL… https://t.co/rp6HjhviSI,"['POLAND', 'LGBT']",Twitter for iPhone,False
🙊CHIMPANZEES🙉⚡DANGER! Apes At Wrok!⚡🐒🎸🤘,Leicester UK,All-ape electro-psych-rock band from Twycross Zoo UK. Music for https://t.co/Q6P3aAlrfT…. Album here: https://t.co/yqVPoZKpkM…,2012-03-06 11:59:09,84,261,393,False,2020-07-30 20:37:29,@Bandcamp extends monthly #BandcampFridays (giving 100% profit to artists/labels) 'til end of year! Starts Aug 7 &amp;… https://t.co/og2mVi2GxV,['BandcampFridays'],Twitter for Android,False
Faith JHB,South Africa,The Official Faith JHB Twitter Account.©FaithJHB 2020 All Rights Reserved.,2013-04-18 18:32:21,55,11,2,False,2020-07-28 05:53:41,"Every morning prayer with Ps Rowan and Nalini 09-09h30. Our Nurses.

. #PrayTogether #Prayer #Pray #goodmorning… https://t.co/ds8L35q5Xe","['PrayTogether', 'Prayer', 'Pray', 'goodmorning']",Twitter for Android,False
Martin Lind,Los Angeles,"Interested in the intersection of #government and #data. Serves as Partner Manager, State & Local Government at Tyler Technologies' Data & Insights division.",2012-05-10 20:46:59,900,328,3377,False,2020-08-10 15:38:05,"BloombergCities: Long before the #COVID19 pandemic, LongBeachCity, CityofDurhamNC, CityofSeattle &amp; BaltCityHall sup… https://t.co/1sGsSe1FYp",['COVID19'],IFTTT,False
NLADA,"Washington, DC","NLADA, the voice for excellence in civil legal aid and public defense, advocates for access to justice for all. Retweets/likes do not imply endorsement.",2008-06-19 15:44:45,6744,1974,7036,False,2020-07-25 00:01:14,"Despite the suspension of routine transfers, 81 incarcerated people have been moved between New Orleans jails. Lear… https://t.co/LG9fV5LZwV",,Hootsuite Inc.,False
Fred Sparrow : Liar From The Shire,,"Bystander, Savant, Pilgrim",2011-09-21 10:16:40,512,2,334,False,2020-07-27 02:06:28,You know it's bad when even the Reagan nut jobs are telling you to piss off #trump #DonaldTrump #maga #covid19… https://t.co/AYhQWHD3RA,"['trump', 'DonaldTrump', 'maga', 'covid19']",Twitter for Android,False
Lid MyZen.Blog 🥀☘️🇻🇬🌏,"Melbourne, Victoria, Australia","Global Lecturer/Tutor/Analyst & Adviser in International Bus, Optimist, Passionate Ozi, Blogger I share my poems, thoughts & passions. NO DIRECT MESSAGES",2010-05-15 10:04:56,2664,5001,2743,False,2020-08-22 03:41:15,#covid19 #seal MyZen.blogSeal - Don't cry (Live in Paris 2005) https://t.co/cgP9khrRT1 via @YouTube,"['covid19', 'seal']",Twitter for iPhone,False
Marvel IVF Solutions,"Bangkok, Thailand","Medical coordination specialist for #infertility patients in southeast Asia. Helping fellow tweeters learn, share and understand #IVF and #fertility treatment.",2011-01-14 04:13:12,1976,1120,970,False,2020-08-09 09:20:24,"It is still good practice to wash your hands and wear a mask when in public spaces. That may not be an #IVF tip, bu… https://t.co/m7cGafWXzk",['IVF'],Twitter Web App,False
Melissa,,Machine Elf,2020-08-22 04:31:06,0,0,0,False,2020-08-22 04:36:24,"“Ultimately we know deeply that the other side of every fear is freedom”

#photography #selflove #love #instagram T… https://t.co/y3mSnWSlOe","['photography', 'selflove', 'love', 'instagram']",Twitter for iPhone,False
Accountable.US,,"Exposing corruption across our government and holding our policymakers accountable. 

Follow our projects: @AlliedProgress @Western_Values",2018-10-01 13:49:14,34131,197,45,False,2020-08-01 19:15:00,"“We don’t have enough test kits to test everybody, or enough labs or enough machines or enough trained personnel.""… https://t.co/ViVXI09nSL",,TweetDeck,False
The YouTube Critic 3,USA,23 Yrs Old #Bluewave2020 #BidenHarris2020! #BlackLivesMatter!,2020-08-14 02:17:09,49,405,0,False,2020-08-16 03:23:05,@ABC Do You Believe What #PresidentTrump Said Was Heartfelt? #RIPRobertTrump #COVID19,"['PresidentTrump', 'RIPRobertTrump', 'COVID19']",Twitter Web App,False
Myah K 😜,in the desert.,Snapchat: myahfeldman IG: myah.kaitlyn,2010-04-12 15:12:52,187,153,1416,False,2020-08-09 06:58:32,So in this quarantine I’ve managed to lose my jawline 🤭🤭😭😭😂😂 #rona2020 #coronavirus #COVID19 #ded #selfie https://t.co/ICPh3dq8IP,"['rona2020', 'coronavirus', 'COVID19', 'ded', 'selfie']",Twitter for iPhone,False
Prabha🌄,"Gurgaon, India",To walk in nature is to experience thousands of miracles.,2011-06-05 15:25:26,155,334,637,False,2020-07-25 05:16:36,@thepradeeprawat @ParentsGurgaon Paradoxical situations seems to be the reality of present conditions #COVID19 But… https://t.co/0NGADYFa61,['COVID19'],Twitter for Android,False
Contagion,"Cranbury, NJ","Providing timely news to improve the diagnosis, treatment, and prevention of infectious diseases.",2016-01-29 15:54:55,5774,784,5744,False,2020-08-08 14:00:00,"Looking at viral loads, testing protocols and isolation for #COVID19 asymptomatic patients and symptomatic patients… https://t.co/cuba0PLLHs",['COVID19'],TweetDeck,False
ActionAid,International,"We’re a global movement of people fighting for #WomensRights & #ClimateJusticeNow!

Donate to our emergency #COVID19 appeal👇",2010-06-16 16:42:41,35353,3060,2296,False,2020-08-16 08:30:00,"During the #pandemic our women-led emergency teams have already reached five million people across 37 countries, pr… https://t.co/OkVZzhF3TE",['pandemic'],TweetDeck,False
Atlantic Post,Nigeria,"Breaking News, World, Nigeria News & Analysis",2018-01-26 09:50:19,1513,816,2278,False,2020-08-18 16:03:15,@NCDCgov has warned #Nigerians to beware of scammers posing as the centre to defraud unsuspecting citizens. #NCDC… https://t.co/w1bskyw6D2,"['Nigerians', 'NCDC']",Twitter for Android,False
Queens Chronicle,"Queens, New York",Queens' Largest Weekly Community Newspaper Group. Award-winning coverage of every community in the borough of Queens. Publishing since 1978.,2009-08-06 04:00:03,9758,1089,125,False,2020-07-31 18:13:57,". @NYCMayor, @DOEChancellor reveal how @NYCSchools will handle any #covid19 #coronavirus cases they find. @UFT… https://t.co/ACeKUbABmO","['covid19', 'coronavirus']",Hootsuite Inc.,False
Ankit Singh,,"Fitness freak.
Defence aspirant.
Airforce is ❤️.
state level basketball player.
Eternal devotee of lord Krishna.
Hare krishna Hare Rama.",2020-07-24 03:29:17,4,20,100,False,2020-08-22 00:37:50,"I think this is not a good idea, because if we delay more , we will be appearing in the exams with more #COVID19  c… https://t.co/j1aB5cKA5x",['COVID19'],Twitter for Android,False
China News 中国新闻网,Beijing,"ECNS.cn, the English portal of China News Service, a window into news about China. #ChinaTravel #ChinaStory #ChinaTech #ChinaBiz #ChinaCulture #panda",2011-07-20 00:59:59,653687,258,178,True,2020-08-17 05:00:00,#NewZealand PM Jacinda Ardern announces on Monday to delay general election by a month due to the outbreak of… https://t.co/Iq1HIFWu78,['NewZealand'],TweetDeck,False
Paul Hafalla,PH,"Virtual Assistant | VA Coach | Author
➡ grab a copy of my new book ""Notes from a VA""",2011-09-06 22:22:28,2095,619,161931,False,2020-08-17 06:43:42,"Hi! I invite you to like and follow Treasure Pot on Facebook, my friend’s Lyle “new” business venture… https://t.co/VkoHudHpjD",,Twitter for iPad,False
European Pharmaceutical Review,United Kingdom,"The leading FREE journal for up-to-the-minute information and news on all aspects of drug analysis, formulation, delivery, manufacturing and regulation.",2010-04-14 13:28:38,11408,1686,193,False,2020-08-11 09:30:13,Mike Owen details how supply chains have been disrupted by #COVID19 and why smart information management can offer… https://t.co/3mFXHIj3nq,['COVID19'],WP to Twitter EPR,False
WeeDogMedia,,"Wee Dog Media is a ‘wee’ Edinburgh based video production collective, run by Robert Motyka.
We produce promo, documentary, explainer, conference videos.",2020-08-06 15:56:02,1,5,7,False,2020-08-06 16:04:54,Proudly produced two short films for @TransportHc. #Edinburgh #transport #COVID19 #safe https://t.co/sNMQFkCuna,"['Edinburgh', 'transport', 'COVID19', 'safe']",Twitter Web App,False
Team Corona Busters,Ventura County CA,"Team Corona Busters across the globe, sewing and distributing healthcare face masks to our front line defenders.",2020-03-26 23:49:08,4,9,0,False,2020-07-29 16:00:13,"Healthcare workers and #GlobalTeamCoronaBusters love our #Volunteers. Positions include seamstresses, delivery, soc… https://t.co/sH7L4mxPGc","['GlobalTeamCoronaBusters', 'Volunteers']",ContentCal Studio,False
Stephen 🌹🚀,"Space Coast, FL",Space Coast Florida DSA. Ecosocialist DSA Working Group.,2020-06-20 20:15:37,11,49,34,False,2020-08-16 03:33:51,Pinellas County Florida Sheriff tests positive for #COVID19,['COVID19'],Twitter for Android,False
Sangamesh,"Delaware, USA",https://t.co/NG5ap3q4mn  #ApNeedsSpecialStatus #SpeakUpIndia #SpeakUp,2010-05-08 08:12:39,132,15,14,False,2020-07-26 04:14:31,"If such kind of illiterates are there , nobody can save the country ... 
someone should educate this #RSS or #BJP i… https://t.co/WpHRpOjsDA","['RSS', 'BJP']",Twitter for iPhone,False
_Dr_Scalpel_ 🆘,,"How does one wage war against a concept? It is the perfect weapon. It lacks a physical form yet can alter the world around us in numerous, often violent ways.",2008-10-24 12:46:54,650,1461,51281,False,2020-07-30 20:37:24,(Silent part). Passed away from #COVID19 that he caught at my Rally... as he called it a hoax much like I did... https://t.co/M8aI31qZKE,['COVID19'],Twitter for iPhone,False
^,,Not a member nor fan of the #ForeverOffendedGeneration.  Firm believer in public sector reform for service delivery & efficiency.,2015-05-09 14:29:14,196,167,548,False,2020-07-31 18:05:56,Dr. Fauci reasonably optimistic and hopeful that we would have a #COVID19 vaccine by end of this year.,['COVID19'],Twitter for iPhone,False
Renzo Guinto,"Calamba, Philippines","Filipino physician, public health storyteller & strategist, global health ‘deep generalist’ & decolonizer, planetary health imagineer for a Doughnut Economy",2011-09-25 16:43:57,4162,3380,5776,False,2020-07-26 04:30:33,The eradication of #smallpox is something we just mention in passing in #PublicHealth/#GlobalHealth courses - there… https://t.co/m2ccD4d93t,"['smallpox', 'PublicHealth', 'GlobalHealth']",Twitter for iPhone,False
TV9 Kannada,"Bengaluru, INDIA",News & Infotainment,2010-05-19 06:36:37,221650,8,525,True,2020-08-17 06:10:49,"SP Balasubrahmanyam in ICU on ventilation, condition stable, confirms son S P Charan

Video Link ►… https://t.co/XdMLHkr5Gp",,Twitter Web App,False
National Cyber Security,"Atlanta, GA","We are a leader in #news for #cybersecurity #hacker , #hacking, #techjobs, #NationalCyberSecurity Download our #app ""National Cyber Security 5.0""",2010-01-27 22:48:24,5631,161,8,False,2020-08-13 08:48:34,COVID-19 Scams – What to do if you are defrauded | #coronavirus | #scams | #covid19 https://t.co/XMe5gPV51f,"['coronavirus', 'scams', 'covid19']",WordPress.com,False
Prataya Amrit,,,2015-09-28 03:05:08,2074,55,206,False,2020-08-16 08:08:04,"#BiharFightsCorona 
Update of the day. 
2,187 more #COVID19 +ve cases have been reported so far on 15th August. Tak… https://t.co/2jhdS8vKwP","['BiharFightsCorona', 'COVID19']",Twitter for Android,False
Malcolm Montgomery #WallOfVets,,#DEMS #TheResistance #VetsResistSquadron #VetsResistSupportSquadron #Democrats #JoeBiden #Biden #JoeBidenForPresident2020 #Biden2020 #TeamJoe #FBR #WallOfVets,2014-05-23 13:53:59,84042,72629,26915,False,2020-08-08 11:26:28,@PPersnickety @judizydeco @Catteeya @msppalt @hig682 @MsPP01 @TIC_14 @SheriMusings @MightyResistor @pistolstrikesbk… https://t.co/VQhdLJbYHX,,Twitter Web App,False
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",2017-12-06 22:18:07,17341,3,2,True,2020-08-16 08:10:52,"🖋 Sign “Authorize COVID-19 Rapid Testing” and I’ll deliver a copy to your officials: https://t.co/FyKxuXN0Aw

📨 No.… https://t.co/32cZZZOXcW",,Resistbot Open Letters,False
Marina Amdream,,"Ukrainian-American.Videographer, Photographer & Marketer.Arkansas Marina Amdream & Amdream Gifts/Cards. Motivational Speaker.",2014-06-29 18:40:08,92,8,39,False,2020-07-27 01:47:01,"""I meet people time and time again who tell me: ""I am fine!"" It's like their defense mechanism kicks in and they ar… https://t.co/rmVIeziPkO",,Twitter for iPhone,False
Vanka Pro,,,2012-05-19 15:03:57,19603,21419,217869,False,2020-07-25 12:02:23,"FRIDAY
73,400 #COVID19 CASES
CLOSE TO BIGGEST
DAILY RECORD🛑
No signs of slowing....
Where is our National Plan POTU… https://t.co/Zyv2nhdsCT",['COVID19'],Twitter for Android,False
Goldie Smith,Macquarie Marshes Australia,Live your dreams      Humanist,2009-06-17 11:24:26,153,1152,5855,False,2020-08-13 10:33:37,@TonyKoc69285191 NZ outbreak #dejavu ! Now the #Ausmedia &amp; Politics must focus on informing the public about preven… https://t.co/YYsK1ml0ex,"['dejavu', 'Ausmedia']",Twitter for iPhone,False
Conservative in Utah,,"Christian, husband, father, genealogist, movie fan, blogger, and author, and I still have time for a day job.  https://t.co/2qaY85tR7w",2015-05-04 01:43:50,41,54,13600,False,2020-07-25 04:39:21,"In the past 24 hours there have been 229,926 cases worldwide, in the USA 76,213, in Utah 863, and in Davis County 9… https://t.co/lOQGIeh41B",,Twitter Web App,False
COVID Scale,Earth,A bot designed to put the #COVID19 pandemic's effect on the United States into historical perspective. Stats from @Worldometers,2017-09-15 19:54:39,1120,2,8,False,2020-08-22 09:01:48,"On @realDonaldTrump's watch, 179,200 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is abo… https://t.co/LlIoxtJklo",['COVID19'],HN_Comments,False
Lord Toby Harris,London,"Chair, Labour Peers. Former GLA Labour Leader. Interests: London, security & counter-terrorism, trading standards, policing, cyber, charity fundraising etc",2010-05-10 20:09:46,4350,1858,13,True,2020-08-02 18:14:53,.@JimBethell you still haven’t answered: how many of the one million home #COVID19 test kits were actually returned… https://t.co/D4VStLycxp,['COVID19'],Twitter for iPhone,False
Conservative in Utah,,"Christian, husband, father, genealogist, movie fan, blogger, and author, and I still have time for a day job.  https://t.co/2qaY85tR7w",2015-05-04 01:43:50,40,54,13757,False,2020-08-16 04:40:35,"In the USA the number of recovered has increased for 2 days in a row and same for the growth rate.  In the USA 744,… https://t.co/5xlreTjysE",,Twitter Web App,False
Dominic Harrison,Blackburn with Darwen,"Director of Public Health, Wellbeing, Culture, Arts, Heritage, Museums, Leisure: Blackburn with Darwen Council ; BwD CCG Board member & Visiting Professor UCLAN",2009-07-26 15:07:07,8270,6246,89,False,2020-08-16 08:04:19,"#COVID19 #publichealthengland 
PHE has faults-but it has provided me more expert,support,insight and advice at loca… https://t.co/lhAKYE9kJi","['COVID19', 'publichealthengland']",Twitter for iPad,False
HandmaidAus PhD,"Queanbeyan, New South Wales",Ever vigilant to stop the forces of darkness overwhelming Australia. PRAISE BE!,2018-06-02 04:02:26,605,877,12014,False,2020-07-25 06:39:00,Bloody get your act together @Vichealth @NSWHealth @ACTHealth  #auspol #COVID19 https://t.co/yr4boCa48F,"['auspol', 'COVID19']",Twitter for iPad,False
IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,53291,45,68,True,2020-08-09 06:57:02,"With the government easing more restrictions under #Unlock3.0 to further revive the #economy since August 1, the wa… https://t.co/HdSKHTTFZR","['Unlock3', 'economy']",Twitter Web App,False
Angie Bee,,Dublin North Central            Have Haemochromotosis,2011-02-04 22:11:51,5067,3447,188888,False,2020-08-01 18:47:44,@ronan_glynn is this one of the reasons why people are afraid to be tested for #COVID19 ? https://t.co/N2840BA5gE,['COVID19'],Twitter for iPhone,False
Albert Rudatsimburwa 🇷🇼,Rwanda,"Life is a Gift, Humanity is a Privilege.
✊🏾
Music Journalism Media Storytelling.
Kind of Blue 1959. Speak Truth .. Even if they put you in a straight jacket",2009-04-14 17:00:09,62311,1034,65967,False,2020-08-13 07:37:15,Eighth person succumbs to #COVID19 in #Rwanda https://t.co/ZOBtYK5VtO via @NewTimesRwanda,"['COVID19', 'Rwanda']",Twitter for Android,False
Luis Rosales, California USA 🇺🇸,"Campaign Manager, not just for anyone. Advisor (Ground). Military Veteran. #Music #Pomona",2011-03-29 08:13:28,3831,3440,1090,False,2020-07-26 08:05:28,"July 26, 2020

#LosAngeles #NewYork #Washington #NewOrleans #Italia #China #Spain #Japan #SouthKorea #California… https://t.co/1O2H5s2COe","['LosAngeles', 'NewYork', 'Washington', 'NewOrleans', 'Italia', 'China', 'Spain', 'Japan', 'SouthKorea', 'California']",Twitter for iPad,False
World Bank Africa,Global,Welcome to the World Bank Africa Region. Fighting poverty with passion and professionalism for lasting results.,2010-04-20 15:43:41,445897,5239,8869,True,2020-08-17 07:30:36,Harnessing the #tech revolution to build a better #foodsystem post #COVID19 requires the right policies. Learn more… https://t.co/REULPTUYIS,"['tech', 'foodsystem', 'COVID19']",Hootsuite Inc.,False
International Medical Corps,"ÜT: 34.018689,-118.483186","We help people in crisis caused by war, natural disaster and disease by providing emergency health services, and then promote self-reliance through training.",2008-09-17 18:55:55,22794,4262,6416,True,2020-08-30 04:37:01,"🙌  for our teams fighting #COVID19. So far, they’ve;
🌡️  screened more than 920,00 people,
😷  provided more than 11… https://t.co/OlFuJAbnUr",['COVID19'],Sprout Social,False
Amanda☂️,,,2008-09-28 00:35:15,519,1293,12506,False,2020-08-04 07:40:42,"""Young people account for 45% of new coronavirus cases in Washtenaw County.""

Yes, so let's bring tens of thousands… https://t.co/ZoYkpGEeli",,Twitter for Android,False
Dawkins Brown,Jamaica,Dawkins Brown is a Chartered Accountant and is the Executive Chairman of Dawgen Global,2010-05-24 20:05:46,784,237,588,False,2020-08-22 06:52:53,"Dawgen Global Insights for July 2020 is out!! Get your copy now from here:https://t.co/GGygulgUEl

#dawgenglobal… https://t.co/nJmGscO2iu",['dawgenglobal'],LinkedIn,False
Balloons Blow,Florida,"Halting balloon releases w/ education. Animal advocates. Plastic Marine pollution, wildlife conservation, wildlife rehab. Live mindfully. #createlesswaste",2012-05-22 23:55:01,2893,385,1879,False,2020-08-08 13:59:03,".@team_penske @IMS @jdouglas4 @AlexDamron
 Please commit to ending the #indy500 mass littering events. Not just for… https://t.co/EAadooymS1",['indy500'],Twitter Web App,False
Jennifer Hulme,,Physician @UHN Assistant Prof @UofT Family & Community Medicine | Health systems | MCH & reproductive health | Vulnerable populations |Health Policy,2009-06-01 05:23:42,338,535,1113,False,2020-07-27 04:02:36,A visual journey into the amazon gripped by #covid19. I’ve only ever been to beautiful  #leticia on the columbian b… https://t.co/RiAtWtKvO0,"['covid19', 'leticia']",Twitter for iPhone,False
10 Tampa Bay,"Tampa, Florida","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay",2008-10-14 19:14:27,162631,12532,10044,True,2020-08-13 09:37:05,This first-year teacher with @my_pcs says she's ready to face the challenges of teaching during the #COVID19 pandem… https://t.co/ccVfKGLHIu,['COVID19'],Twitter Web App,False
Mr Corby,United Kingdom,#NHS Love relaxing walks with my beautiful dog and spending time with my family. Not necessarily in that order. Work to live not live to work. #LFC #YNWA,2016-10-24 17:30:38,253,253,3246,False,2020-08-22 05:03:11,Children Spread #COVID19 More Easily Than Previously Thought. Early data downplayed children in the outbreak becaus… https://t.co/EqTYsgByRt,['COVID19'],Twitter for iPhone,False
Anuj Goel,,Om namaha shivaye.,2020-07-05 22:47:25,21,1296,3,False,2020-08-01 16:50:22,@bilalfqi @ipskabra @IhsanTipu Biggest #COVID19 evolution.,['COVID19'],Twitter for Android,False
Parimal Nathwani,,Sr Group President - RIL; RS MP (AP); President - Gujarat State Football Association; Member - Nathdwara Temple Board; wildlife enthusiast (views are personal),2014-04-07 10:48:10,323486,358,293157,True,2020-08-17 07:58:24,Glad to know that #Goa will be hosting this year's @IndSuperLeague making it the biggest sporting event to be organ… https://t.co/2fA65F7mbY,['Goa'],Twitter Web App,False
Andre Piedade,"Stratford, Connecticut","Agent with New York Life Insurance Company helping individuals and business owners to create, build, and preserve wealth. Not licensed in all jurisdictions.",2014-03-20 04:06:58,29,58,41,False,2020-07-29 16:04:47,Can a Roth conversion help you stave off the volatility and large market fluctuationsdue to #COVID19? Read this art… https://t.co/R7uJJxdBTu,['COVID19'],Hearsay Social,False
UCA News,,"Stories on religion, human rights & society in Asia. An independent source reporting news about and of interest to Catholics 
#ucanews #thereforthevoiceless",2019-10-07 04:08:33,469,698,28,False,2020-08-01 16:30:00,United Nations says weak healthcare system and humanitarian problems in conflict zones make Myanmar vulnerable. Rep… https://t.co/m1VLB5LbLz,,TweetDeck,False
Dr Narendra Nathan,"Mumbai, Maharashtra",Works with ET Wealth and writes on Personal Finance. Believes in Freedom of Speech & Truly Secular (not Pseudo). Views are personal. Re-tweets not endorsements.,2010-07-10 06:05:58,8657,456,111,False,2020-08-17 03:38:46,".
#Covid19 (#Corona) update – #Pune (130,606) overtakes #Mumbai (128,726) in total #Covid cases.
.
Other cities wit… https://t.co/MMMrXvNNIl","['Covid19', 'Corona', 'Pune', 'Mumbai', 'Covid']",Twitter Web App,False
Paul Taylor,Toronto,"Patient Navigation Advisor at Sunnybrook Health Sciences Centre. Focused on #Health, #Science as well as Space.",2012-07-30 13:50:56,3860,362,16029,False,2020-08-14 02:37:40,Thousands Who Got COVID-19 in March Are Still Sick —  #COVID19 Can Last for Several Months. The disease’s… https://t.co/COsgy1eNMq,['COVID19'],Twitter for iPhone,False
7NEWS Central Queensland,Central Queensland,"7NEWS Central Queensland brings you the latest in local news, sport and weather weeknights at 6pm, then 6:30pm on 7TWO. Email: newscq@seven.com.au #7NEWS",2012-02-15 06:12:32,5182,115,61,True,2020-08-30 01:33:32,Premier @annastaciamp has announced four new coronavirus cases in Queensland. All are known contacts linked to the… https://t.co/O9Vwrnb154,,Twitter Media Studio,False
Joann Weger,,,2012-07-13 17:58:41,66,350,2661,False,2020-08-22 03:27:19,"@adamcarolla If you have had the virus and recovered, which 5.6 million have, why do they have to wear a mask??  #covid19",['covid19'],Twitter for Android,False
News Daily 24,"Guwahati, Assam","ND24 is a bilingual news web portal headquartered in Guwahati, Assam. Follow and stay tuned for all the latest happenings and breaking news updates",2020-03-15 09:50:14,335,160,4,False,2020-07-28 04:50:55,23 new #COVID19 positive cases found in #Mizoram.  22 new positives are Assam Rifles personnel stationed at Zokhaws… https://t.co/3KjM0Y4X8D,"['COVID19', 'Mizoram']",Twitter for Android,False
Drug Delivery - Informa Connect,,The official twitter account for the Informa Connect Drug Delivery portfolio. Your home for all things drug delivery partnerships.,2009-07-10 15:02:08,1268,1441,112,False,2020-07-25 10:04:00,#COVID19 has thrust healthcare payers and providers into adaptation mode in how to deliver care in a predominantly… https://t.co/CKIEOkY744,['COVID19'],Sprinklr,False
Riley,"New York, USA",I'm an #RN and love it. #Gay Love 2 #travel. #politics #fitness #gym #Mets #LGBTQ #DumpTrump #Biden2020 I Work out & run every day except Thursday.,2020-02-09 09:51:39,162,290,13740,False,2020-08-16 08:53:54,@FridaGhitis He was on blood thinners and had a fall and developed brain bleeds and a hematoma is the word but we p… https://t.co/cMocxwQRvX,,Twitter for Android,False
General Dipshit #DisabilityPrideMonth,Thailand,"meandering into the world of Health Economics while on sabbatical -kita ni ulang alik hospital saja. takpe, janji happy- #ChronicIllness #RareDisease",2010-11-05 03:10:40,331,282,48065,False,2020-07-26 04:07:03,I want to see this type of study conducted in #Malaysia @DrDzul @DGHisham @DrAmarMOH especially now we have… https://t.co/4CKfEGzM0h,['Malaysia'],Twitter Web App,False
TIRANGA SENA,,तिरंगा सेना JAI HIND KI SENA,2013-08-15 06:48:09,55614,8560,38690,False,2020-07-27 01:48:33,"Coronavirus Update:
☣️️ Total cases: 16,405,194 (+11,738) ☣️️
⚠️ Current cases: 5,715,884 (+3,111) ⚠️
⚰️ Deaths: 65… https://t.co/6csmQjLCEh",,Twitter for Android,False
Divon,"Humble, TX",A professional development consultant for early childhood education. PDS for CDA. #CDAinstructor #txtrainer,2020-07-17 00:27:27,4,11,7,False,2020-07-28 04:19:45,"Children not feeling wearing the mask, grab a page protector and a headband. Now you have a face shield.  #COVID19… https://t.co/YO4wg7GUbK",['COVID19'],Twitter for iPhone,False
Nirav Pandya,,"Pediatric orthopaedic surgeon, adolescent sports medicine, trauma, tweets reflect my own opinion and are not medical advice",2014-05-27 06:02:45,2065,3593,241,False,2020-07-25 01:49:35,"Please listen in to the 4th edition of our podcast with 
@Bob_Wachter as we discuss #COVID19 and how it relates to… https://t.co/3kwHmnmgw6",['COVID19'],Twitter Web App,False
